T IH N,T AH N,125
T IH N,T EH N,1
N G,N D G,125
D HH IH,D IH,1
N AH,N D AH,10
N AH,N T AH,1
N AH,N D DH AH,1
Y AO R,Y IH R,2
IY AE N,IY AA N,5
IY AE N,IY AH N,7
IY AE N,IY IH N,1
IY AE N,IY AH N AH N,1
IY AE N,IY IH NG AA N,1
M AA K D,M AY D,1
 AA HH AA, AA,1
D AH V,D IH V,1
R S,R S T S,1
Y UW T ER AA R,Y UH R,1
R B,R AH B,1
R W AO,R M AO,1
 D AA N T D UW CH AA R L IY Z D ER T IY D IH SH AH Z,,1
M AH N S,M S,1
T AH K,T AA K,1
B AH F,B OW TH,1
 AA R T AH F IH SH AH L IH N T EH L AH JH AH N S IH Z F AO R R IY L,,1
W ER M,W AO R M,3
 AH, DH AH,12
UW L IY,UW W IY,3
L L EY K,L W ER K,1
 D AE, DH AH AE,1
 D AE, DH AE,2
S AH Z,S ER Z,1
N EY T,N AH T,1
T AH D W,T IH V W,1
S AH NG,S AO NG,1
D S L,D L,1
UW DH D,UW D,5
M AH,M AH N AH,1
N K,N D K,4
N K,N T K,1
AO L Y,AO R Y,7
AO L Y,AO R AA R Y,1
F D AH N EH N IY TH IH NG F,F DH AE T AY P EY F,1
 B IY IH, DH AH IH,1
OW T AY,OW AY,1
D L,D AH L,1
L IY AE M B,L DH AH EY B,1
L IY AE M B,L EY B,1
L D TH R UW,L T UW,1
 IY T IH, DH AH AE D IH,1
N DH AH,N M AH,1
N DH AH,N AH,3
AH T W,AH CH W,1
AH T W,AH W,1
L F TH,L TH,1
TH D EY,TH DH EY,1
W EH L,W IH L,7
EH G S,EH K S,1
 SH IY W AO R W AO R M F L IY S IY W UH L AH N OW V ER AO L Z,,2
L D DH,L DH,5
R IH Z,R Z,2
R AH P,R P,4
 W AY CH AA R JH M AH N IY F AO R S AH CH G AA R B IH JH,,1
D IH K,D AH K,1
T S AH S,T ER Z S,1
W UH D JH,W IH DH JH,1
 B R, R,1
OY L,OY AH L,1
L AH G L,L AE Z W EH L,1
L OW,L,1
V HH ER ER,V AH ER,2
NG AE T,NG IH T,3
 HH IH Z SH, DH AH SH,2
HH AE D Y AO R D,HH EY D,1
AA R K,AA K,1
K S UW,K SH UW,1
K S UW,K F UW,1
IH N G,IH NG G,3
AA SH W,AA CH W,14
W AO T,W AH T,4
T ER AO,T AH AO,1
T ER AO,T AA R AO,2
T ER AO,T AO,1
IY AE N OY L,IY IH NG AO L,2
L IY R AE G L,L ER AW N D L,1
 B AH, DH AH,1
CH F L EH K S,CH P ER S,1
AH B IH L,AH N AH L,1
L AH T IY,L IY,1
N AE Z S,N AH N D S,1
S UW N AE Z W,S OW W,1
IY T UW R,IY R,1
S IH R K,S ER K,1
T S AH,T AH,8
 B IH F, F,1
R TH ER Z D EY Z,R DH OW Z,1
M R IY V Y,M Z Y,1
UW EH V,UW AH V,1
V ER IY F,V AH F,1
AY AA D,AY AO D,1
AY AA D,AY L AH D,1
AY AA D,AY AH D,2
N,N D,1
JH EH F TH,JH AH S T TH,1
UW D IH,UW IH,3
IY N Z SH,IY S SH,1
D Y AO R D,D T UW D,3
D Y AO R D,D D,3
UW T IH N,UW N,2
UW T IH N,UW D AH N,2
W AO,W ER D AO,1
AO T ER,AO L ER,1
AO T ER,AO R AW ER,1
ER AO L,ER L,1
ER AO L,ER HH OW L,1
L Y IH R,L IY ER,1
 Y UW T, IH T T,1
V AH S,V IH S,1
N T R AH,N SH AH,1
K W IH DH L,K R IY AH L,1
AY N Z,AY Z,1
Z T UW IY,Z IY,1
CH HH AW S IH Z N,CH AH N D N,1
N AA T IH N,N AY N,1
 D IH S, S,1
T R,T AO R,1
T R,T R EH R,1
R OY EH V,R IY AH V,1
V ER IY F AY L R,V R,1
IH L EY T IH,IH F ER IH,1
IH D T,IH NG T,1
 AE, DH AE,1
AE L AH S AH Z,AE T W AA Z HH IH Z,1
 B AA B P, P,2
 B AA B P, AH P P,1
P EY P,P IY P,1
P ER D OW,P AH L OW,1
NG R UW M M,NG AH V M,1
UW W AY L W,UW AA R W,2
 M IH D IY V AH L S, S,1
AY R AA,AY ER AA,1
IY Z,IY,1
 AE T DH, DH,1
AH B EY,AH F EY,1
 Y UW Y, Y,1
EH T AH F,EH D IH K F,1
P Y UW T,P IY T,2
Z R AH,Z W AH,1
M TH EY R,M DH EH R,2
R W AO R N,R AA N,1
T ER R,T AH L R,1
M S,M Z S,1
AH P ER,AH F ER,1
K S,K S S,1
S AA R F,S OW F,1
F AO R SH,F AH SH,1
D AA R K,D AH K,1
UW T IH N G,UW P G,1
V HH ER ER EY,V AH R EY,1
V HH ER ER EY,V R EY,1
JH F AO R AH M,JH HH ER M,1
NG AE T T,NG AH P T,1
N OY L,N ER L,3
N OY L,N D AO L,4
N OY L,N D OW N L,1
N OY L,N AO L,3
N OY L,N OW N L,2
V IH N,V AH N,1
N F,N D F,2
N F,N IH NG F,1
L IH,L IY IH,2
 L EH T, DH AE T,1
L AH V,L HH AE V,1
L AH V,L IH V,1
F HH IY W,F Y UW W,2
N D SH,N SH,1
N D SH,N Z SH,1
IY N IH,IY T IH,1
 V EY, DH AH F EY,1
S AA R,S AO R,4
S N,S AH N D N,1
CH IH Z S,CH S,1
T IH S,T AH S,3
SH W,SH T W,1
SH W,SH K W,1
 B AE L, DH AH L,1
UW B AY,UW F AY,1
AY EH N,AY N,1
N IY K,N D AH K,1
K AO,K W AO,2
R D ER,R T ER,2
R D ER,R N ER,1
ER OY OW,ER AY OW,1
ER OY OW,ER OW,1
W AO R,W EH R,1
 IH G, DH AH G,1
 IH G, G,1
G W AA N,G Y UW AH N,2
N AH Z,N AE Z,2
Z AH N,Z AE N,1
Z AH N,Z N,1
N D AE,N AE,3
ER Z AA R T,ER T,1
SH IY HH AE D Y AO R D,SH IH T D,1
K AE R,K EH R,2
K AE R,K Y UH R,1
K AE R,K AO R,3
R IY AE N OY L IY R,R IH NG AO R DH AH R,1
IY IH NG AH,IY D AH,1
